0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
900	24	0	10	0.576	0.576
900	24	0	10	0.576	0.576
900	24	0	10	0.576	0.576
900	24	0	10	0.576	0.576
900	24	0	10	0.576	0.576
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
945	25	0	10	0.6048	0.6048
945	25	0	10	0.6048	0.6048
945	25	0	10	0.6048	0.6048
945	25	0	10	0.6048	0.6048
945	25	0	10	0.6048	0.6048
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
992	25	0	10	0.63488	0.63488
992	25	0	10	0.63488	0.63488
992	25	0	10	0.63488	0.63488
992	25	0	10	0.63488	0.63488
992	25	0	10	0.63488	0.63488
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1041	25	0	10	0.66624	0.66624
1041	25	0	10	0.66624	0.66624
1041	25	0	10	0.66624	0.66624
1041	25	0	10	0.66624	0.66624
1041	25	0	10	0.66624	0.66624
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1093	27	0	10	0.69952	0.69952
1093	27	0	10	0.69952	0.69952
1093	27	0	10	0.69952	0.69952
1093	27	0	10	0.69952	0.69952
1093	27	0	10	0.69952	0.69952
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1147	30	0	10	0.73408	0.73408
1147	30	0	10	0.73408	0.73408
1147	30	0	10	0.73408	0.73408
1147	30	0	10	0.73408	0.73408
1147	30	0	10	0.73408	0.73408
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1204	33	0.00299003	10	0.77056	0.7682560024832
1204	33	0.00299003	10	0.77056	0.7682560024832
1204	33	0.00299003	10	0.77056	0.7682560024832
1204	33	0.00299003	10	0.77056	0.7682560024832
1204	33	0.00299003	10	0.77056	0.7682560024832
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1264	30	0.0506329	10	0.80896	0.768000009216
1264	30	0.0506329	10	0.80896	0.768000009216
1264	30	0.0506329	10	0.80896	0.768000009216
1264	30	0.0506329	10	0.80896	0.768000009216
1264	30	0.0506329	10	0.80896	0.768000009216
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0

