0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
64	5	0	10	0.04096	0.04096
64	5	0	10	0.04096	0.04096
64	5	0	10	0.04096	0.04096
64	5	0	10	0.04096	0.04096
64	5	0	10	0.04096	0.04096
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
128	5	0	10	0.08192	0.08192
128	5	0	10	0.08192	0.08192
128	5	0	10	0.08192	0.08192
128	5	0	10	0.08192	0.08192
128	5	0	10	0.08192	0.08192
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
256	5	0	10	0.16384	0.16384
256	5	0	10	0.16384	0.16384
256	5	0	10	0.16384	0.16384
256	5	0	10	0.16384	0.16384
256	5	0	10	0.16384	0.16384
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
512	5	0	10	0.32768	0.32768
512	5	0	10	0.32768	0.32768
512	5	0	10	0.32768	0.32768
512	5	0	10	0.32768	0.32768
512	5	0	10	0.32768	0.32768
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1024	10	0	10	0.65536	0.65536
1024	10	0	10	0.65536	0.65536
1024	10	0	10	0.65536	0.65536
1024	10	0	10	0.65536	0.65536
1024	10	0	10	0.65536	0.65536
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
2048	10	0.484277	10	1.31072	0.67596845056
2048	10	0.484277	10	1.31072	0.67596845056
2048	10	0.484277	10	1.31072	0.67596845056
2048	10	0.484277	10	1.31072	0.67596845056
2048	10	0.484277	10	1.31072	0.67596845056
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1536	10	0.311719	10	0.98304	0.67660775424
1536	10	0.311719	10	0.98304	0.67660775424
1536	10	0.311719	10	0.98304	0.67660775424
1536	10	0.311719	10	0.98304	0.67660775424
1536	10	0.311719	10	0.98304	0.67660775424
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1280	10	0.175781	10	0.8192	0.6752002048
1280	10	0.175781	10	0.8192	0.6752002048
1280	10	0.175781	10	0.8192	0.6752002048
1280	10	0.175781	10	0.8192	0.6752002048
1280	10	0.175781	10	0.8192	0.6752002048
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1152	10	0.104861	10	0.73728	0.65996808192
1152	10	0.104861	10	0.73728	0.65996808192
1152	10	0.104861	10	0.73728	0.65996808192
1152	10	0.104861	10	0.73728	0.65996808192
1152	10	0.104861	10	0.73728	0.65996808192
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1088	10	0.0323529	10	0.69632	0.673792028672
1088	10	0.0323529	10	0.69632	0.673792028672
1088	10	0.0323529	10	0.69632	0.673792028672
1088	10	0.0323529	10	0.69632	0.673792028672
1088	10	0.0323529	10	0.69632	0.673792028672
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1120	10	0.0573214	10	0.7168	0.67571202048
1120	10	0.0573214	10	0.7168	0.67571202048
1120	10	0.0573214	10	0.7168	0.67571202048
1120	10	0.0573214	10	0.7168	0.67571202048
1120	10	0.0573214	10	0.7168	0.67571202048
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0

