0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
128	20	0	537	0.078125	537.078125	0.078125	537.078125
128	20	0	537	0.078125	537.078125	0.078125	537.078125
128	20	0	537	0.078125	537.078125	0.078125	537.078125
128	20	0	537	0.078125	537.078125	0.078125	537.078125
128	20	0	537	0.078125	537.078125	0.078125	537.078125
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
256	20	0	537	0.15625	537.15625	0.15625	537.15625
256	20	0	537	0.15625	537.15625	0.15625	537.15625
256	20	0	537	0.15625	537.15625	0.15625	537.15625
256	20	0	537	0.15625	537.15625	0.15625	537.15625
256	20	0	537	0.15625	537.15625	0.15625	537.15625
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
512	30	0	537	0.3125	537.3125	0.3125	537.3125
512	30	0	537	0.3125	537.3125	0.3125	537.3125
512	30	0	537	0.3125	537.3125	0.3125	537.3125
512	30	0	537	0.3125	537.3125	0.3125	537.3125
512	30	0	537	0.3125	537.3125	0.3125	537.3125
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
1024	30	0	537	0.625	537.625	0.625	537.625
1024	30	0	537	0.625	537.625	0.625	537.625
1024	30	0	537	0.625	537.625	0.625	537.625
1024	30	0	537	0.625	537.625	0.625	537.625
1024	30	0	537	0.625	537.625	0.625	537.625
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
2048	40	0	537	1.25	538.25	1.25	538.25
2048	40	0	537	1.25	538.25	1.25	538.25
2048	40	0	537	1.25	538.25	1.25	538.25
2048	40	0	537	1.25	538.25	1.25	538.25
2048	40	0	537	1.25	538.25	1.25	538.25
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
4096	40	0.00556641	537	2.5	539.5	2.486083975	539.486083975
4096	40	0.00556641	537	2.5	539.5	2.486083975	539.486083975
4096	40	0.00556641	537	2.5	539.5	2.486083975	539.486083975
4096	40	0.00556641	537	2.5	539.5	2.486083975	539.486083975
4096	40	0.00556641	537	2.5	539.5	2.486083975	539.486083975
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
8192	40	0.502515	537	5	542	2.487425	539.487425
8192	40	0.502515	537	5	542	2.487425	539.487425
8192	40	0.502515	537	5	542	2.487425	539.487425
8192	40	0.502515	537	5	542	2.487425	539.487425
8192	40	0.502515	537	5	542	2.487425	539.487425
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
16384	50	0.75033	537	10	547	2.4967	539.4967
16384	50	0.75033	537	10	547	2.4967	539.4967
16384	50	0.75033	537	10	547	2.4967	539.4967
16384	50	0.75033	537	10	547	2.4967	539.4967
16384	50	0.75033	537	10	547	2.4967	539.4967
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
32768	50	0.876526	537	20	557	2.46948	539.46948
32768	50	0.876526	537	20	557	2.46948	539.46948
32768	50	0.876526	537	20	557	2.46948	539.46948
32768	50	0.876526	537	20	557	2.46948	539.46948
32768	50	0.876526	537	20	557	2.46948	539.46948
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
0	20	0	537	0	537	0	537
