0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
900	10	0	10	0.576	0.576
900	10	0	10	0.576	0.576
900	10	0	10	0.576	0.576
900	10	0	10	0.576	0.576
900	10	0	10	0.576	0.576
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
945	10	0	10	0.6048	0.6048
945	10	0	10	0.6048	0.6048
945	10	0	10	0.6048	0.6048
945	10	0	10	0.6048	0.6048
945	10	0	10	0.6048	0.6048
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
992	10	0	10	0.63488	0.63488
992	10	0	10	0.63488	0.63488
992	10	0	10	0.63488	0.63488
992	10	0	10	0.63488	0.63488
992	10	0	10	0.63488	0.63488
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1041	10	0	10	0.66624	0.66624
1041	10	0	10	0.66624	0.66624
1041	10	0	10	0.66624	0.66624
1041	10	0	10	0.66624	0.66624
1041	10	0	10	0.66624	0.66624
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1093	10	0.0373285	10	0.69952	0.67340796768
1093	10	0.0373285	10	0.69952	0.67340796768
1093	10	0.0373285	10	0.69952	0.67340796768
1093	10	0.0373285	10	0.69952	0.67340796768
1093	10	0.0373285	10	0.69952	0.67340796768
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
1147	10	0.0784656	10	0.73408	0.676479972352
1147	10	0.0784656	10	0.73408	0.676479972352
1147	10	0.0784656	10	0.73408	0.676479972352
1147	10	0.0784656	10	0.73408	0.676479972352
1147	10	0.0784656	10	0.73408	0.676479972352
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0
0	5	0	10	0	0

