0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
64	15	0	10	0.04096	0.04096
64	15	0	10	0.04096	0.04096
64	15	0	10	0.04096	0.04096
64	15	0	10	0.04096	0.04096
64	15	0	10	0.04096	0.04096
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
128	15	0	10	0.08192	0.08192
128	15	0	10	0.08192	0.08192
128	15	0	10	0.08192	0.08192
128	15	0	10	0.08192	0.08192
128	15	0	10	0.08192	0.08192
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
256	15	0	10	0.16384	0.16384
256	15	0	10	0.16384	0.16384
256	15	0	10	0.16384	0.16384
256	15	0	10	0.16384	0.16384
256	15	0	10	0.16384	0.16384
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
512	20	0	10	0.32768	0.32768
512	20	0	10	0.32768	0.32768
512	20	0	10	0.32768	0.32768
512	20	0	10	0.32768	0.32768
512	20	0	10	0.32768	0.32768
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1024	20	0	10	0.65536	0.65536
1024	20	0	10	0.65536	0.65536
1024	20	0	10	0.65536	0.65536
1024	20	0	10	0.65536	0.65536
1024	20	0	10	0.65536	0.65536
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
2048	40	0.328516	10	1.31072	0.88012750848
2048	40	0.328516	10	1.31072	0.88012750848
2048	40	0.328516	10	1.31072	0.88012750848
2048	40	0.328516	10	1.31072	0.88012750848
2048	40	0.328516	10	1.31072	0.88012750848
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1536	30	0.0338542	10	0.98304	0.949759967232
1536	30	0.0338542	10	0.98304	0.949759967232
1536	30	0.0338542	10	0.98304	0.949759967232
1536	30	0.0338542	10	0.98304	0.949759967232
1536	30	0.0338542	10	0.98304	0.949759967232
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1792	40	0.163839	10	1.14688	0.95897632768
1792	40	0.163839	10	1.14688	0.95897632768
1792	40	0.163839	10	1.14688	0.95897632768
1792	40	0.163839	10	1.14688	0.95897632768
1792	40	0.163839	10	1.14688	0.95897632768
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1664	40	0.179447	10	1.06496	0.87385612288
1664	40	0.179447	10	1.06496	0.87385612288
1664	40	0.179447	10	1.06496	0.87385612288
1664	40	0.179447	10	1.06496	0.87385612288
1664	40	0.179447	10	1.06496	0.87385612288
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
1600	40	0.06175	10	1.024	0.960768
1600	40	0.06175	10	1.024	0.960768
1600	40	0.06175	10	1.024	0.960768
1600	40	0.06175	10	1.024	0.960768
1600	40	0.06175	10	1.024	0.960768
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0
0	15	0	10	0	0

